ID,USER_GROUP_ID,NAME,DESCRIPTION,PLACE,DAY,INTERVAL
356,15,Физика,Салихова О.Б.,1308,THURSDAY,I_10_10_11_40
357,15,Правоведение,Хасанов Р.А.,1310 ч.н.,THURSDAY,I_11_50_13_20
358,16,Физика,Салихова О.Б.,1308,THURSDAY,I_11_50_13_20
359,17,Программная инженерия,Кугуракова В.В.,1408,THURSDAY,I_10_10_11_40
360,17,Физика,Яцык И.В.,1307,THURSDAY,I_11_50_13_20
361,18,Основы предпринимательства,Григорян К.А.,1409 н.н.,THURSDAY,I_10_10_11_40
362,19,Основы предпринимательства,Григорян К.А.,1409 ч.н.,THURSDAY,I_10_10_11_40
363,18,Управление проектами,Моисеев Г.В.,1306 н.н.,MONDAY,I_11_50_13_20
364,19,Управление проектами,Моисеев Г.В.,1306 н.н.,MONDAY,I_11_50_13_20
365,12,Программная инженерия,Кугуракова В.В.,108,THURSDAY,I_13_35_15_05
366,13,Программная инженерия,Кугуракова В.В.,108,THURSDAY,I_13_35_15_05
367,14,Программная инженерия,Кугуракова В.В.,108,THURSDAY,I_13_35_15_05
368,15,Программная инженерия,Кугуракова В.В.,108,THURSDAY,I_13_35_15_05
369,16,Программная инженерия,Кугуракова В.В.,108,THURSDAY,I_13_35_15_05
370,17,Программная инженерия,Кугуракова В.В.,108,THURSDAY,I_13_35_15_05
371,18,Программная инженерия,Кугуракова В.В.,108,THURSDAY,I_13_35_15_05
372,19,Программная инженерия,Кугуракова В.В.,108,THURSDAY,I_13_35_15_05
373,12,Физика,Скворцов А.И.,112 ф.ф. (9н),THURSDAY,I_15_20_16_50
374,13,Физика,Скворцов А.И.,112 ф.ф. (9н),THURSDAY,I_15_20_16_50
375,14,Физика,Скворцов А.И.,112 ф.ф. (9н),THURSDAY,I_15_20_16_50
376,15,Физика,Скворцов А.И.,112 ф.ф. (9н),THURSDAY,I_15_20_16_50
377,16,Физика,Скворцов А.И.,112 ф.ф. (9н),THURSDAY,I_15_20_16_50
378,17,Физика,Скворцов А.И.,112 ф.ф. (9н),THURSDAY,I_15_20_16_50
379,18,Физика,Скворцов А.И.,112 ф.ф. (9н),THURSDAY,I_15_20_16_50
380,19,Физика,Скворцов А.И.,112 ф.ф. (9н),THURSDAY,I_15_20_16_50
381,12,Элективные курсы по физической культуре,,УНИКС (10н.),FRIDAY,I_13_35_15_05
382,13,Элективные курсы по физической культуре,,УНИКС (10н.),FRIDAY,I_13_35_15_05
383,14,Элективные курсы по физической культуре,,УНИКС (10н.),FRIDAY,I_13_35_15_05
384,15,Элективные курсы по физической культуре,,УНИКС (10н.),FRIDAY,I_13_35_15_05
385,16,Элективные курсы по физической культуре,,УНИКС (10н.),FRIDAY,I_13_35_15_05
386,17,Элективные курсы по физической культуре,,УНИКС (10н.),FRIDAY,I_13_35_15_05
387,18,Элективные курсы по физической культуре,,УНИКС (10н.),FRIDAY,I_13_35_15_05
388,19,Элективные курсы по физической культуре,,УНИКС (10н.),FRIDAY,I_13_35_15_05
